Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession
397673957	RVBD_2077Bc	YP_006515492	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673955	RVBD_2077c	WP_003899159.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673958	RVBD_2078	WP_003911741.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673959	RVBD_2079	WP_003911742.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673960	RVBD_2080	WP_003899161.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673961	RVBD_2081c	YP_006515496	transmembrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673962	RVBD_2082	WP_003911763.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673963	RVBD_2083	WP_003916935.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673964	RVBD_2084	WP_003900462.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673965	RVBD_2085	WP_003410726.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673966	RVBD_2086	WP_003899164.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673967	RVBD_2087	WP_003410730.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673968	RVBD_2088	WP_003410735.1	serine/threonine protein kinase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673969	RVBD_2089c	WP_003410743.1	D-alanyl-D-alanine dipeptidase	2 to 1	RBB	YP_005239198	0	N/A		1 to 1	RBB	NP_253188.1	1 to 1	RBB	WP_003094429.1	2 to 1	RBB	NP_461974.1	1 to 1	RBB	YP_001085375	0	N/A	
561108347	RVBD_2090	WP_010886139.1	5'-3' exonuclease	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673971	RVBD_2091c	WP_003410762.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673972	RVBD_2092c	WP_003899167.1	ATP-dependent RNA helicase HelY	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673973	RVBD_2093c	WP_009937728.1	twin arginine-targeting protein translocase TatC	1 to 1	RBB	YP_005240240	1 to 1	RBB	NP_418282.1	1 to 1	RBB	NP_253757.1	1 to 1	RBB	WP_003095896.1	1 to 1	RBB	NP_462860.1	1 to 1	SSD	YP_001083521	1 to 1	RBB	YP_002389318
397673974	RVBD_2094c	WP_003410768.1	TatA/E family twin arginine-targeting protein translocase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001083523	0	N/A	
397673975	RVBD_2095c	WP_003410772.1	protein pafC	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673976	RVBD_2096c	WP_003410775.1	protein pafB	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673977	RVBD_2097c	WP_003910893.1	pup-protein ligase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673978	RVBD_2098c	WP_014848110.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673979	RVBD_2099c	YP_006515514	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673980	RVBD_2100	WP_003900464.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673981	RVBD_2101	WP_003911743.1	helicase helZ	0	N/A		0	N/A		1 to 1	SSD	NP_249490.1	1 to 1	SSD	WP_031627688.1	0	N/A		0	N/A		0	N/A	
397673982	RVBD_2102	WP_003899172.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673983	RVBD_2103c	WP_003410811.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673985	RVBD_2104Ac	YP_006515520	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673984	RVBD_2104c	WP_003410814.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673986	RVBD_2105	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		16 to 1	RBB	YP_001083708	0	N/A	
397673987	RVBD_2106	WP_003899492.1	transposase	16 to 2	RBB	YP_005235998;YP_005238852	16 to 6	RBB	NP_414833.1;NP_414906.1;NP_415073.1;NP_415545.1;NP_416593.1;NP_418015.1	16 to 2	RBB	NP_249669.1;NP_250628.1	16 to 2	RBB	WP_003137178.1;WP_023443521.1	16 to 2	RBB	NP_459321.1;NP_461696.1	16 to 1	RBB	YP_001083709	16 to 1	RBB	YP_002387468
397673988	RVBD_2107	WP_003410820.1	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673989	RVBD_2108	WP_003900467.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673990	RVBD_2109c	WP_003906749.1	proteasome subunit alpha	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673991	RVBD_2110c	WP_003411023.1	proteasome subunit beta	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673992	RVBD_2111c	WP_003411026.1	ubiquitin-like protein Pup	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673993	RVBD_2112c	WP_003411029.1	pup deamidase/depupylase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673994	RVBD_2113	WP_003411031.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673995	RVBD_2114	WP_003411033.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673996	RVBD_2115c	WP_003411035.1	proteasome-associated ATPase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673997	RVBD_2116	WP_003900470.1	lipoprotein LppK	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673998	RVBD_2117	WP_003411038.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673999	RVBD_2118c	WP_003411041.1	tRNA (adenine-N1-)-methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674000	RVBD_2119	WP_003899178.1	recombinase B	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674001	RVBD_2120c	WP_003900471.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674002	RVBD_2121c	WP_003411047.1	ATP phosphoribosyltransferase	1 to 1	SSD	YP_005238106	1 to 1	RBB	NP_416523.1	1 to 1	Borderline-SSD	NP_253139.1	1 to 1	Borderline-SSD	WP_003094331.1	1 to 1	Borderline-SSD	NP_461016.1	1 to 1	SSD	YP_001083732	1 to 1	RBB	YP_002387495
397674003	RVBD_2122c	WP_003899180.1	phosphoribosyl-ATP pyrophosphatase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674004	RVBD_2123	WP_003411053.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674005	RVBD_2124c	WP_003900472.1	methionine synthase	1 to 1	SSD	YP_005240472	1 to 1	RBB	NP_418443.1	1 to 1	Borderline-SSD	NP_250534.1	1 to 1	Borderline-SSD	WP_003139920.1	1 to 1	RBB	NP_463053.2	1 to 1	RBB	YP_001084005	1 to 1	RBB	YP_002389483
397674006	RVBD_2125	WP_003911775.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674007	RVBD_2126c	WP_003411064.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674008	RVBD_2127	WP_003899182.1	L-asparagine permease 1	2 to 1	RBB	YP_005237483	2 to 1	RBB	NP_415970.4	0	N/A		0	N/A		2 to 1	RBB	NP_460543.1	2 to 3	RBB	YP_001084115;YP_001085778;YP_001086134	2 to 1	RBB	YP_002386892
397674009	RVBD_2128	WP_031647330.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674010	RVBD_2129c	WP_003411086.1	oxidoreductase	0	N/A		0	N/A		1 to 1	RBB	NP_252646.1	1 to 1	RBB	WP_003093110.1	0	N/A		1 to 1	RBB	YP_001084788	0	N/A	
397674011	RVBD_2130c	WP_003411091.1	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674012	RVBD_2131c	WP_023637438.1	3'-phosphoadenosine 5'-phosphate phosphatase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674013	RVBD_2132	WP_003411099.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674014	RVBD_2132Ac	YP_006515549	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674015	RVBD_2133c	WP_003900473.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674016	RVBD_2134c	WP_003411102.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674017	RVBD_2135c	WP_003411103.1	hypothetical protein	1 to 1	RBB	YP_005240930	1 to 2	RBB	NP_415171.1;NP_418812.1	0	N/A		0	N/A		1 to 1	RBB	NP_463441.1	0	N/A		1 to 2	RBB	YP_002386093;YP_002389845
397674018	RVBD_2136c	WP_003411105.1	undecaprenyl-diphosphatase	1 to 1	RBB	YP_005239380	1 to 1	RBB	NP_417529.1	1 to 1	SSD	NP_250649.1	1 to 1	SSD	WP_003088326.1	1 to 1	RBB	NP_462120.2	1 to 1	RBB	YP_001085782	1 to 1	RBB	YP_002388540
397674019	RVBD_2137c	WP_003899184.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674020	RVBD_2138	WP_003411110.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674021	RVBD_2138A	YP_006515556	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674022	RVBD_2139	WP_003411116.1	dihydroorotate dehydrogenase	1 to 1	RBB	YP_005236789	1 to 1	RBB	NP_415465.1	1 to 1	RBB	NP_251740.1	1 to 1	RBB	WP_003138558.1	1 to 1	SSD	NP_460032.1	1 to 1	SSD	YP_001085278	1 to 1	RBB	YP_002386445
397674023	RVBD_2140c	WP_003411119.1	hypothetical protein	1 to 2	RBB	YP_005236511;YP_005236815	1 to 2	RBB	NP_415077.1;NP_415294.1	0	N/A		0	N/A		1 to 2	RBB	NP_459770.1;NP_460055.1	0	N/A		1 to 1	RBB	YP_002386269
397674024	RVBD_2141c	WP_003411121.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_418392.1	1 to 1	RBB	NP_254077.1	1 to 1	RBB	WP_003121330.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389432
397674026	RVBD_2142Ac	YP_006515561	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674025	RVBD_2142c	WP_003411124.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674027	RVBD_2143	WP_023637440.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674028	RVBD_2144c	WP_003411130.1	transmembrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674029	RVBD_2145c	WP_003411131.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674030	RVBD_2146c	WP_003900476.1	YggT family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674031	RVBD_2147c	WP_003411133.1	cell division protein sepF	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674032	RVBD_2148c	WP_003900478.1	alanine racemase domain-containing protein	1 to 1	SSD	YP_005239246	1 to 1	RBB	NP_417426.1	1 to 1	SSD	NP_249085.1	1 to 1	SSD	WP_004365038.1	1 to 1	RBB	NP_462016.1	1 to 1	RBB	YP_001083932	1 to 1	RBB	YP_002388423
397674033	RVBD_2149c	WP_003911777.1	hypothetical protein	1 to 1	RBB	YP_005238783	1 to 1	RBB	NP_417084.1	1 to 1	RBB	NP_253233.1	1 to 1	RBB	WP_003094684.1	1 to 1	RBB	NP_461592.1	0	N/A		1 to 1	RBB	YP_002388086
397674034	RVBD_2150c	WP_003411144.1	cell division protein ftsZ	1 to 1	SSD	YP_005235792	1 to 1	RBB	NP_414637.1	1 to 1	SSD	NP_253097.1	1 to 1	SSD	WP_011666751.1	1 to 1	SSD	NP_459138.1	1 to 1	SSD	YP_001086322	1 to 1	RBB	YP_002385591
397674035	RVBD_2151c	WP_003411157.1	cell division protein FtsQ	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674036	RVBD_2152c	WP_003411159.1	UDP-N-acetylmuramate--L-alanine ligase	1 to 1	RBB	YP_005235788	1 to 1	RBB	NP_414633.1	1 to 1	SSD	NP_253101.1	1 to 1	SSD	WP_003094121.1	1 to 1	RBB	NP_459134.1	1 to 1	RBB	YP_001086326	1 to 1	RBB	YP_002385587
397674037	RVBD_2153c	WP_003899190.1	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	1 to 1	RBB	YP_005235787	1 to 1	RBB	NP_414632.1	1 to 1	SSD	NP_253102.1	1 to 1	SSD	WP_003103107.1	1 to 1	RBB	NP_459133.1	1 to 1	RBB	YP_001086327	1 to 1	RBB	YP_002385586
397674038	RVBD_2154c	WP_003411165.1	cell division protein FtsW	1 to 2	RBB	YP_005235786;YP_005236355	1 to 2	RBB	NP_414631.1;NP_415167.1	1 to 1	RBB	NP_253103.1	1 to 1	RBB	WP_003094125.1	1 to 2	RBB	NP_459132.1;NP_459631.1	1 to 1	RBB	YP_001083323	1 to 2	RBB	YP_002385585;YP_002386089
397674039	RVBD_2155c	WP_009934975.1	UDP-N-acetylmuramoylalanine--D-glutamate ligase	1 to 1	RBB	YP_005235785	1 to 1	RBB	NP_414630.1	1 to 1	SSD	NP_253104.1	1 to 1	SSD	WP_003141276.1	1 to 1	RBB	NP_459131.1	1 to 1	RBB	YP_001083322	1 to 1	RBB	YP_002385584
397674040	RVBD_2156c	WP_003411171.1	phospho-N-acetylmuramoyl-pentapeptide- transferase	1 to 1	RBB	YP_005235784	1 to 1	RBB	NP_414629.1	1 to 1	Non-SSD	NP_253105.1	1 to 1	Non-SSD	WP_003094129.1	1 to 1	RBB	NP_459130.1	1 to 1	RBB	YP_001086195	1 to 1	RBB	YP_002385583
397674041	RVBD_2157c	WP_003411187.1	UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D- alanine ligase	1 to 1	RBB	YP_005235783	1 to 1	RBB	NP_414628.1	1 to 1	SSD	NP_253106.1	1 to 1	SSD	WP_003094130.1	1 to 1	RBB	NP_459129.1	1 to 1	RBB	YP_001086197	1 to 1	RBB	YP_002385582
397674042	RVBD_2158c	WP_003911778.1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase	1 to 1	RBB	YP_005235782	1 to 1	RBB	NP_414627.1	1 to 1	SSD	NP_253107.1	1 to 1	SSD	WP_003094133.1	1 to 1	RBB	NP_459128.1	1 to 1	RBB	YP_001086198	1 to 1	RBB	YP_002385581
397674043	RVBD_2159c	WP_003899194.1	alkylhydroperoxidase AhpD family core domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
561108348	RVBD_2160A	WP_003899195.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_248934.1	1 to 1	RBB	WP_003101858.1	0	N/A		0	N/A		0	N/A	
397674045	RVBD_2161c	WP_003411201.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674046	RVBD_2162c	WP_009939865.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674047	RVBD_2163c	WP_003411214.1	cell division protein FtsI (penicillin-binding protein 3)	1 to 2	RBB	YP_005235781;YP_005237777	1 to 1	RBB	NP_414626.1	1 to 2	SSD	NP_250962.1;NP_253108.1	1 to 2	SSD	WP_003110751.1;WP_003094139.1	1 to 2	RBB	NP_459127.1;NP_460792.1	1 to 1	RBB	YP_001086199	1 to 1	RBB	YP_002385580
397674048	RVBD_2164c	WP_003899197.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674049	RVBD_2165c	WP_031647337.1	ribosomal RNA small subunit methyltransferase H	1 to 1	RBB	YP_005235779	1 to 1	RBB	NP_414624.1	1 to 1	SSD	NP_253110.1	1 to 1	SSD	WP_031632714.1	1 to 1	RBB	NP_459125.1	1 to 1	RBB	YP_001086201	1 to 1	RBB	YP_002385578
397674050	RVBD_2166c	WP_003411225.1	protein MraZ	1 to 1	RBB	YP_005235778	1 to 1	RBB	NP_414623.1	1 to 1	RBB	NP_253111.1	1 to 1	RBB	WP_003103101.1	1 to 1	RBB	NP_459124.1	0	N/A		1 to 1	RBB	YP_002385577
397674051	RVBD_2167c	WP_003899492.1	transposase	16 to 2	RBB	YP_005235998;YP_005238852	16 to 6	RBB	NP_414833.1;NP_414906.1;NP_415073.1;NP_415545.1;NP_416593.1;NP_418015.1	16 to 2	RBB	NP_249669.1;NP_250628.1	16 to 2	RBB	WP_003137178.1;WP_023443521.1	16 to 2	RBB	NP_459321.1;NP_461696.1	16 to 1	RBB	YP_001083709	16 to 1	RBB	YP_002387468
397674052	RVBD_2168c	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		16 to 1	RBB	YP_001083708	0	N/A	
397674053	RVBD_2169c	WP_003411231.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674054	RVBD_2170	WP_003411235.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674055	RVBD_2171	WP_023637442.1	lipoprotein LppM	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674056	RVBD_2172c	WP_003411241.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674057	RVBD_2173	WP_003411245.1	geranylgeranyl diphosphate synthase, type I	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674058	RVBD_2174	WP_003899200.1	carotene biosynthesis associated membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674059	RVBD_2175c	WP_003911781.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674060	RVBD_2176	WP_031647338.1	serine/threonine protein kinase	0	N/A		0	N/A		4 to 1	RBB	NP_248764.1	4 to 1	RBB	WP_003136961.1	0	N/A		0	N/A		0	N/A	
397674061	RVBD_2177c	WP_003899203.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674062	RVBD_2178c	WP_003911784.1	3-deoxy-7-phosphoheptulonate synthase	0	N/A		0	N/A		1 to 1	RBB	NP_251533.1	1 to 1	RBB	WP_003117352.1	0	N/A		0	N/A		0	N/A	
397674063	RVBD_2179c	WP_003411331.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674064	RVBD_2180c	WP_031647558.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674065	RVBD_2181	WP_003411339.1	alpha-1,2-mannosyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674066	RVBD_2182c	WP_003411341.1	1-acylglycerol-3-phosphate O-acyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674067	RVBD_2183c	WP_003411344.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674068	RVBD_2184c	WP_003899207.1	arsenite-transporting ATPase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674069	RVBD_2185c	WP_003411354.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674070	RVBD_2186c	WP_003411357.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674071	RVBD_2187	WP_003906768.1	long chain acyl-CoA synthetase	0	N/A		0	N/A		2 to 1	RBB	NP_250308.1	2 to 1	RBB	WP_003140141.1	0	N/A		0	N/A		0	N/A	
397674072	RVBD_2188c	WP_003411369.1	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	2 to 1	RBB	YP_005239955	2 to 1	RBB	NP_416548.1	1 to 1	RBB	NP_253691.1	1 to 1	RBB	WP_003141751.1	2 to 1	RBB	NP_462614.1	0	N/A		2 to 1	RBB	YP_002387525
397674073	RVBD_2189c	WP_031647346.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674075	RVBD_2190Ac	WP_003915606.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674074	RVBD_2190c	WP_003411373.1	hypothetical protein	4 to 1	RBB	YP_005237302	1 to 2	RBB	NP_416223.1;NP_416680.1	1 to 3	RBB	NP_249889.1;NP_249890.1;NP_252162.1	1 to 3	RBB	WP_003103763.1;WP_003086623.1;WP_009315489.1	4 to 1	RBB	NP_460395.1	0	N/A		1 to 2	RBB	YP_002387189;YP_002387658
397674076	RVBD_2191	WP_003904801.1	exonuclease, DNA polymerase III, epsilon subunit	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674077	RVBD_2192c	YP_006515612	anthranilate phosphoribosyltransferase	1 to 1	SSD	YP_005237650	1 to 1	RBB	NP_415779.1	1 to 1	RBB	NP_249341.1	1 to 1	RBB	WP_003085203.1	1 to 1	Borderline-SSD	NP_460683.1	1 to 1	SSD	YP_001085380	1 to 1	RBB	YP_002386728
397674078	RVBD_2193	WP_003411389.1	cytochrome c oxidase subunit III	1 to 1	RBB	YP_005236135	1 to 1	RBB	NP_414964.1	1 to 1	RBB	NP_248798.1	1 to 1	RBB	WP_003083728.1	1 to 1	SSD	NP_459437.1	1 to 1	SSD	YP_001085197	1 to 1	RBB	YP_002385909
397674079	RVBD_2194	WP_021083205.1	ubiquinol-cytochrome c reductase cytochrome C subunit	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674080	RVBD_2195	WP_003911816.1	ubiquinol-cytochrome c reductase iron-sulfur subunit	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674081	RVBD_2196	WP_003899212.1	ubiquinol-cytochrome c reductase cytochrome B subunit	0	N/A		0	N/A		1 to 1	RBB	NP_253120.1	1 to 1	RBB	WP_003094159.1	0	N/A		0	N/A		0	N/A	
397674082	RVBD_2197c	WP_003899213.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674083	RVBD_2198c	WP_003411405.1	membrane protein mmpS3	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674084	RVBD_2199c	WP_003411408.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674085	RVBD_2200c	WP_003899214.1	cytochrome c oxidase subunit 2	0	N/A		0	N/A		1 to 1	RBB	NP_248795.1	1 to 1	RBB	WP_003101203.1	0	N/A		0	N/A		0	N/A	
397674086	RVBD_2201	WP_003411413.1	asparagine synthase	1 to 1	SSD	YP_005236392	1 to 1	RBB	NP_415200.1	1 to 2	RBB	NP_250774.1;NP_252149.1	1 to 2	RBB	WP_003106635.1;WP_003139621.1	1 to 1	RBB	NP_459665.1	0	N/A		1 to 1	RBB	YP_002386120
397674087	RVBD_2202c	WP_003411414.1	adenosine kinase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674088	RVBD_2203	WP_003411415.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
